fecha,hora,objeto,confidence,dest_q1_x,dest_q1_y,dest_q2_x,dest_q2_y,dest_q3_x,dest_q3_y,dest_q4_x,dest_q4_y,centro_x,centro_y
04/04/24,17:58:43,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
04/04/24,17:58:43,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
04/04/24,17:58:45,person,0.9949703812599182,74,79,107,87,107,54,74,54,90,83
04/04/24,17:58:45,person,0.9463728666305542,0,148,11,154,11,143,0,143,5,153
04/04/24,17:58:45,person,0.9347140789031982,188,120,217,127,217,98,188,98,202,124
04/04/24,17:58:47,person,0.9866959452629088,76,71,111,79,111,44,76,44,93,75
04/04/24,17:58:47,person,0.9549985527992249,0,148,13,154,13,141,0,141,6,153
04/04/24,17:58:47,person,0.906617283821106,189,117,219,124,219,94,189,94,204,121
04/04/24,17:58:49,person,0.9875617623329164,81,75,115,83,115,49,81,49,98,79
04/04/24,17:58:49,person,0.9759254455566406,0,146,14,152,14,138,0,138,7,151
04/04/24,17:58:49,person,0.928288459777832,191,118,219,124,219,96,191,96,205,121
04/04/24,18:01:11,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
04/04/24,18:01:11,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
04/04/24,18:01:11,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
04/04/24,18:01:11,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
04/04/24,18:01:13,person,0.9862701892852784,70,75,101,83,101,52,70,52,85,80
04/04/24,18:01:13,person,0.8453991413116455,186,122,215,129,215,100,186,100,200,126
04/04/24,18:01:15,person,0.989969789981842,73,84,101,91,101,63,73,63,87,88
04/04/24,18:01:15,person,0.9332403540611268,186,122,215,129,215,100,186,100,200,126
04/04/24,18:01:15,person,0.7414425611495972,0,157,8,163,8,155,0,155,4,162
04/04/24,18:01:17,person,0.9951000213623048,76,79,104,86,104,58,76,58,90,83
04/04/24,18:01:17,person,0.9142639636993408,186,119,216,126,216,96,186,96,201,123
04/04/24,18:01:17,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
04/04/24,18:01:19,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
04/04/24,18:01:19,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
04/04/24,18:01:19,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
04/04/24,18:01:21,person,0.9949703812599182,74,79,107,87,107,54,74,54,90,83
04/04/24,18:01:21,person,0.9463728666305542,0,148,11,154,11,143,0,143,5,153
04/04/24,18:01:21,person,0.9347140789031982,188,120,217,127,217,98,188,98,202,124
04/04/24,18:01:24,person,0.9866959452629088,76,71,111,79,111,44,76,44,93,75
04/04/24,18:01:24,person,0.9549985527992249,0,148,13,154,13,141,0,141,6,153
04/04/24,18:01:24,person,0.906617283821106,189,117,219,124,219,94,189,94,204,121
04/04/24,18:01:26,person,0.9875617623329164,81,75,115,83,115,49,81,49,98,79
04/04/24,18:01:26,person,0.9759254455566406,0,146,14,152,14,138,0,138,7,151
04/04/24,18:01:26,person,0.928288459777832,191,118,219,124,219,96,191,96,205,121
04/04/24,18:01:28,person,0.9853234887123108,81,75,116,83,116,48,81,48,98,79
04/04/24,18:01:28,person,0.9810000658035278,0,149,18,155,18,137,0,137,9,153
04/04/24,18:01:28,person,0.8667430877685547,194,118,221,125,221,98,194,98,207,122
04/04/24,18:01:30,person,0.9943439364433287,0,154,22,161,22,139,0,139,11,159
04/04/24,18:01:30,person,0.9912600517272948,83,73,117,81,117,47,83,47,100,77
04/04/24,18:01:30,person,0.7123606204986572,197,114,222,119,222,94,197,94,209,116
04/04/24,18:01:32,person,0.9951825737953186,0,156,24,163,24,139,0,139,12,160
04/04/24,18:01:32,person,0.9897590279579164,83,73,117,81,117,47,83,47,100,77
04/04/24,18:01:32,person,0.7876433730125427,109,43,135,49,135,23,109,23,122,46
04/04/24,18:01:32,person,0.698930025100708,197,114,224,120,224,93,197,93,210,117
04/04/24,18:01:34,person,0.9960561394691468,0,154,27,162,27,135,0,135,13,159
04/04/24,18:01:34,person,0.9903967976570128,87,71,121,79,121,45,87,45,104,75
04/04/24,18:01:36,person,0.9949516654014589,0,152,32,161,32,129,0,129,16,157
04/04/24,18:01:36,person,0.9885463714599608,87,71,121,79,121,45,87,45,104,75
04/04/24,18:01:39,person,0.9956984519958496,0,152,35,162,35,127,0,127,17,158
04/04/24,18:01:39,person,0.9899926781654358,88,74,120,81,120,49,88,49,104,77
04/04/24,18:01:39,person,0.6226562261581421,238,59,247,64,247,55,238,55,242,63
04/04/24,18:01:41,person,0.9965128898620604,0,153,38,163,38,125,0,125,19,159
04/04/24,18:01:41,person,0.9939998984336852,92,72,122,79,122,49,92,49,107,76
04/04/24,18:01:41,person,0.7623476982116699,241,60,247,64,247,58,241,58,244,64
04/04/24,18:01:43,person,0.9970781803131104,1,153,38,163,38,126,1,126,19,159
04/04/24,18:01:43,person,0.99194598197937,93,72,121,79,121,51,93,51,107,76
04/04/24,18:01:43,person,0.7528347969055176,238,72,247,76,247,67,238,67,242,75
04/04/24,18:01:43,person,0.6184250712394714,118,42,144,48,144,22,118,22,131,45
04/04/24,18:01:45,person,0.9900519847869872,2,155,38,165,38,129,2,129,20,161
04/04/24,18:01:45,person,0.9883819222450256,97,73,123,79,123,53,97,53,110,76
04/04/24,18:01:45,person,0.7427487373352051,239,79,247,85,247,77,239,77,243,84
04/04/24,18:01:45,person,0.6999375820159912,118,45,144,51,144,25,118,25,131,48
04/04/24,18:01:47,person,0.997270166873932,6,154,41,164,41,129,6,129,23,160
04/04/24,18:01:47,person,0.9837152361869812,97,70,125,77,125,49,97,49,111,74
04/04/24,18:01:47,person,0.7600095272064209,120,52,147,58,147,31,120,31,133,55
04/04/24,18:01:47,person,0.7100774049758911,240,79,247,85,247,78,240,78,243,85
04/04/24,18:01:49,person,0.998668372631073,7,155,39,163,39,131,7,131,23,159
04/04/24,18:01:49,person,0.9508062601089478,100,68,126,74,126,48,100,48,113,71
04/04/24,18:01:49,person,0.8822994232177734,122,49,151,56,151,27,122,27,136,53
04/04/24,18:01:49,person,0.8053008913993835,240,85,247,91,247,84,240,84,243,91
04/04/24,18:01:52,person,0.998315155506134,10,151,40,159,40,129,10,129,25,156
04/04/24,18:01:52,person,0.9846711754798888,0,93,3,98,3,95,0,95,1,98
04/04/24,18:01:52,person,0.9406181573867798,101,71,126,77,126,52,101,52,113,74
04/04/24,18:01:52,person,0.9206330180168152,128,47,155,53,155,26,128,26,141,50
04/04/24,18:01:52,person,0.8674737811088562,240,85,247,91,247,84,240,84,243,91
04/04/24,18:01:54,person,0.9975650906562804,12,152,39,159,39,132,12,132,25,156
04/04/24,18:01:54,person,0.989804744720459,0,95,3,101,3,98,0,98,1,101
04/04/24,18:01:54,person,0.967662274837494,101,71,126,77,126,52,101,52,113,74
04/04/24,18:01:54,person,0.95196133852005,132,42,159,48,159,21,132,21,145,45
04/04/24,18:01:54,person,0.8955373764038086,241,82,247,88,247,82,241,82,244,88
04/04/24,18:01:56,person,0.9968345761299132,16,157,39,163,39,140,16,140,27,161
04/04/24,18:01:56,person,0.9944229125976562,0,93,9,100,9,91,0,91,4,99
04/04/24,18:01:56,person,0.9884122014045716,102,74,127,80,127,55,102,55,114,77
04/04/24,18:01:56,person,0.9735042452812196,132,51,156,57,156,33,132,33,144,54
04/04/24,18:01:56,person,0.8959768414497375,240,85,247,91,247,84,240,84,243,91
04/04/24,18:01:58,person,0.9959977269172668,19,158,42,164,42,141,19,141,30,162
04/04/24,18:01:58,person,0.9941062331199646,0,91,15,99,15,84,0,84,7,98
04/04/24,18:01:58,person,0.991375207901001,101,71,129,78,129,50,101,50,115,75
04/04/24,18:01:58,person,0.9846054911613464,130,60,155,66,155,41,130,41,142,63
04/04/24,18:01:58,person,0.9146743416786194,240,88,247,94,247,87,240,87,243,94
04/04/24,18:02:00,person,0.996674120426178,21,158,44,164,44,141,21,141,32,162
04/04/24,18:02:00,person,0.996189832687378,0,86,18,95,18,77,0,77,9,93
04/04/24,18:02:00,person,0.9923104643821716,102,74,129,81,129,54,102,54,115,78
04/04/24,18:02:00,person,0.9229655861854552,140,47,163,52,163,29,140,29,151,50
04/04/24,18:02:00,person,0.8919198513031006,239,91,247,97,247,89,239,89,243,96
04/04/24,18:02:02,person,0.998201847076416,23,157,47,163,47,139,23,139,35,160
04/04/24,18:02:02,person,0.9969351887702942,106,75,133,82,133,55,106,55,119,79
04/04/24,18:02:02,person,0.994262993335724,0,87,22,95,22,73,0,73,11,93
04/04/24,18:02:02,person,0.937516987323761,141,47,165,52,165,28,141,28,153,49
04/04/24,18:02:02,person,0.8880237936973572,239,91,247,98,247,90,239,90,243,97
04/04/24,18:02:04,person,0.99801766872406,107,78,131,84,131,60,107,60,119,81
04/04/24,18:02:04,person,0.996773362159729,24,157,49,163,49,138,24,138,36,160
04/04/24,18:02:04,person,0.9953024983406068,0,87,22,95,22,73,0,73,11,93
04/04/24,18:02:04,person,0.9706963896751404,143,47,169,53,169,27,143,27,156,50
04/04/24,18:02:04,person,0.9000434279441833,240,88,247,95,247,88,240,88,243,95
04/04/24,18:02:07,person,0.9976069331169128,107,78,132,84,132,59,107,59,119,81
04/04/24,18:02:07,person,0.9953043460845948,0,90,20,98,20,78,0,78,10,96
04/04/24,18:02:07,person,0.9884878396987916,24,159,52,166,52,138,24,138,38,163
04/04/24,18:02:07,person,0.9739472270011902,141,47,169,53,169,25,141,25,155,50
04/04/24,18:02:07,person,0.8590881824493408,237,91,247,98,247,88,237,88,242,97
04/04/24,18:02:09,person,0.9958020448684692,108,79,136,85,136,57,108,57,122,82
04/04/24,18:02:09,person,0.9951952695846558,0,90,21,98,21,77,0,77,10,96
04/04/24,18:02:09,person,0.9937598705291748,28,150,61,158,61,125,28,125,44,154
04/04/24,18:02:09,person,0.9673866629600524,145,48,171,54,171,28,145,28,158,51
04/04/24,18:02:09,person,0.8462172746658325,243,98,247,104,247,100,243,100,245,104
04/04/24,18:02:11,person,0.9955241084098816,0,93,21,100,21,79,0,79,10,98
04/04/24,18:02:11,person,0.993945837020874,111,76,140,83,140,54,111,54,125,80
04/04/24,18:02:11,person,0.993228793144226,31,153,65,161,65,127,31,127,48,157
04/04/24,18:02:11,person,0.9455090165138244,146,45,172,51,172,25,146,25,159,48
04/04/24,18:02:11,person,0.9260262846946716,240,103,247,110,247,103,240,103,243,110
04/04/24,18:02:13,person,0.9951395392417908,30,155,65,163,65,128,30,128,47,159
04/04/24,18:02:13,person,0.9945881962776184,112,77,140,83,140,55,112,55,126,80
04/04/24,18:02:13,person,0.9927366375923156,0,93,21,100,21,79,0,79,10,98
04/04/24,18:02:13,person,0.9271291494369508,243,104,247,110,247,106,243,106,245,110
04/04/24,18:02:13,person,0.924351453781128,145,48,172,54,172,27,145,27,158,51
04/04/24,18:02:15,person,0.9944028258323668,31,155,66,164,66,129,31,129,48,160
04/04/24,18:02:15,person,0.988115131855011,116,75,141,81,141,56,116,56,128,78
04/04/24,18:02:15,person,0.976109266281128,0,93,20,100,20,80,0,80,10,98
04/04/24,18:02:15,person,0.9627584218978882,149,46,177,52,177,24,149,24,163,49
04/04/24,18:02:15,person,0.9382957220077516,240,106,247,113,247,106,240,106,243,113
04/04/24,18:02:17,person,0.99284827709198,32,155,66,164,66,130,32,130,49,160
04/04/24,18:02:17,person,0.991024136543274,120,73,147,79,147,52,120,52,133,76
04/04/24,18:02:17,person,0.9798529148101808,0,95,25,101,25,76,0,76,12,98
04/04/24,18:02:17,person,0.966414511203766,151,46,179,52,179,24,151,24,165,49
04/04/24,18:02:17,person,0.9442949891090392,243,104,247,110,247,106,243,106,245,110
04/04/24,18:05:15,person,0.9952231645584106,35,158,65,165,65,135,35,135,50,162
04/04/24,18:05:15,person,0.9871274828910828,124,68,149,73,149,48,124,48,136,70
04/04/24,18:05:15,person,0.9737995266914368,154,47,183,53,183,24,154,24,168,50
04/04/24,18:05:15,person,0.9577242136001588,4,86,27,92,27,69,4,69,15,90
04/04/24,18:05:15,person,0.9203819632530212,243,104,247,111,247,107,243,107,245,111
04/04/24,18:05:17,person,0.9926217794418336,37,156,67,164,67,134,37,134,52,161
04/04/24,18:05:17,person,0.9880786538124084,123,71,146,76,146,53,123,53,134,74
04/04/24,18:05:17,person,0.979158103466034,153,50,184,57,184,26,153,26,168,54
04/04/24,18:05:17,person,0.9712249636650084,4,96,29,102,29,77,4,77,16,99
04/04/24,18:05:17,person,0.8895450234413147,244,107,247,115,247,112,244,112,245,115
